cell,region,w,a1,a2,corr,eo
b-phasic-29,phasic,10.302438912,11.8410067831,-0.346416334196,0.46980695905714986,0.7722102216401463
b-phasic-35,phasic,7.6509395217,11.9829518408,-0.166446542067,0.7565778085833177,0.8297068593540754
b-phasic-15,phasic,7.73289832161,14.29105252,-0.302010336084,0.7575563486249322,0.8432751960032159
b-phasic-24,phasic,7.70287323634,15.7422400383,-0.247212550316,0.7966083771684134,0.8497908558443868
b-phasic-23,phasic,7.80435297994,11.5942436676,-0.198817855166,0.7461482655645477,0.840584444205296
b-phasic-47,phasic,8.56582907898,13.7311879422,-0.00658405333369,0.737311929019053,0.8165398456624361
b-phasic-13,phasic,9.94268903238,17.6725831368,-0.388709468262,0.518745875659414,0.7389391496222466
b-phasic-26,phasic,10.0178624768,16.5865604771,-0.33552125881,0.6043865347675832,0.8457530687685288
b-phasic-25,phasic,8.16288505378,10.917603791,-0.393465908473,0.6719557881446427,0.8239226792843551
b-phasic-58,phasic,10.261179098,12.2449536393,-0.133394779662,0.5510144056052343,0.8205637963798438
b-phasic-48,phasic,10.0892247375,20.0929901718,-0.238573005105,0.46235790480387995,0.8044838098630115
b-phasic-43,phasic,7.72184949051,14.7130840217,-0.188335263199,0.798655628314466,0.8579694317920874
b-phasic-55,phasic,7.78070945542,16.7793907477,-0.310218112996,0.8035772020636195,0.8531287792351399
b-phasic-22,phasic,8.16247719967,15.1319133846,0.0447081821959,0.7549032118937471,0.8210760254851603
b-phasic-20,phasic,7.71823450472,14.6798788708,-0.227674523468,0.7397894477385956,0.8244370908091884
b-phasic-50,phasic,10.0491154956,23.3935383096,-0.372337776173,0.5425068303674215,0.7793170341636839
b-phasic-8,phasic,8.28535588389,13.1603176272,0.0245131006017,0.7748183102255256,0.8063873395136909
b-phasic-31,phasic,7.77563033579,15.8101903717,-0.173887641575,0.7888181707368755,0.8379148636404462
b-phasic-10,phasic,9.28968702264,19.7589862,-0.473020648136,0.3228615958395189,0.8063655811594298
b-phasic-11,phasic,11.2174158517,18.2445298223,-0.22985142269,0.5403700373740693,0.7644739273627277
b-phasic-19,phasic,11.3181107022,12.8904507269,0.0622695626369,0.34079057279744784,0.7979219359270779
b-phasic-28,phasic,8.60072318486,11.7921133554,-0.23863418647,0.6956823584166554,0.8162559547386221
b-phasic-53,phasic,10.3866801539,23.110149869,-0.300118940119,0.4661724528236208,0.7565753152505666
b-phasic-45,phasic,7.77695441856,12.1958314927,-0.262680084576,0.3967102370689106,0.8404219450961959
b-phasic-0,phasic,7.5001606736,14.0445413816,0.0761561680997,0.691341277201633,0.712754935232648
b-phasic-49,phasic,8.97721743805,23.7736562162,0.0145188261105,0.5293333813846425,0.7945031552526006
b-phasic-32,phasic,11.0696000174,9.12878262265,-0.249220010827,0.281169112077613,0.7628284108955197
b-phasic-39,phasic,7.4767129518,12.5228632416,-0.210449519023,0.7577424525588444,0.8384720109792778
b-phasic-56,phasic,11.9245734694,10.6950984992,-0.240025605009,0.30921174026682413,0.7461105849037148
b-phasic-41,phasic,7.78333374313,16.4312703864,-0.213920388939,0.757292023102702,0.8397342592317669
b-phasic-59,phasic,7.84686027393,15.5072367544,-0.255832128691,0.7312484172356869,0.8168168139687998
b-phasic-30,phasic,8.12276322025,9.49449035254,-0.2840334589,0.4949955076274209,0.7948790472444406
b-phasic-1,phasic,7.96888872932,19.7324932074,-0.254547547501,0.7298006589598918,0.8380062121749893
b-phasic-14,phasic,8.93350933479,21.3319830949,-0.335548676501,0.4704887853237721,0.7106058890499524
b-phasic-46,phasic,7.91693927928,13.8573058431,-0.0913610143507,0.7538397310535377,0.8287884759592322
b-phasic-9,phasic,11.323387627,15.3386161095,-0.20459906859,0.5242415659623186,0.7627700943596314
b-phasic-2,phasic,8.54434133412,16.0465738969,0.0857625213458,0.6956929272663601,0.7009329470981923
b-phasic-44,phasic,7.86164355246,9.71523151134,-0.323779187402,0.7486781253675978,0.8285592467406908
b-phasic-27,phasic,8.11224829669,13.4155718037,-0.151447963973,0.7712210833843207,0.8273497221746745
b-phasic-34,phasic,7.83436070615,11.9660551574,-0.234728120189,0.7568934626832726,0.8489938894150412
b-phasic-52,phasic,7.92081560128,15.2151649285,-0.0333525716813,0.7708205831644983,0.8532235859569414
b-phasic-12,phasic,10.3173320575,24.8695196664,-0.243983817741,0.45789125614674603,0.815140172591946
b-phasic-38,phasic,10.6621255588,12.3757153328,-0.00449936588103,0.46522898704492793,0.8092877047042475
b-phasic-17,phasic,8.21728236762,16.4042887853,0.00176757567371,0.7706092501028625,0.8391860664772545
b-phasic-54,phasic,7.84595140122,16.048962699,-0.0520849362941,0.7960144005302227,0.8501176570292479
b-phasic-5,phasic,11.1010657907,14.8990220136,0.393771911064,0.28195335593116866,0.7193151086384062
b-phasic-40,phasic,10.3986304284,19.0926642446,-0.349962713023,0.49903387149908957,0.7999288133506278
b-phasic-51,phasic,7.911748351,17.1982639036,-0.0115886326304,0.7456970013479162,0.7942715658868283
b-phasic-57,phasic,11.2501136527,14.5568767697,0.211295083163,0.2365938177442775,0.7881404614944314
b-phasic-16,phasic,8.05819198543,15.253394618,-0.261389444715,0.7558027222670156,0.8393803650704101
b-phasic-42,phasic,10.0550176901,20.4959795629,-0.316421428251,0.47949200350895976,0.7642931360706369
b-phasic-4,phasic,10.6864847951,12.0851871672,-0.00407922492888,0.47343201618943564,0.7461791050568494
b-phasic-36,phasic,8.19993347245,11.9624928153,-0.35281330665,0.7585345401739757,0.8316239708648301
b-phasic-3,phasic,8.32033312408,16.7373978649,0.0347405221764,0.776691633175274,0.8352837977353593
b-phasic-33,phasic,10.3480838042,8.22429404426,0.117806391173,0.5433878654645726,0.7553507012436295
b-phasic-6,phasic,7.94388717314,14.497067825,-0.29253826646,0.7356813229639724,0.8363803825753017
