Model,RF,NoiseType,SNR,MinRate,MaxRate,AvgRate,MIBins,MI,Total,Noise,Selectivity,RFType,Latency,Freq,SigmaT,OmegaT,SigmaF,OmegaF,Pt
tonic,16,red,4,0,22.0721317265,0.786987951807229,15,1.01087618282,2.27042239397,1.25954621115,0.175849846363,BB,0.0114250910313,1707.28981176117,0.00361787438941,53.0698358578,2033.16518687296,9.83687903429053e-05,1.57079632679
tonic,17,red,4,0,28.4774529766,1.37301204819277,15,1.27187378608,2.74685621928,1.4749824332,0.129422168314,BB,0.0129919541768,1218.05788179024,0.00764150369372,25.1259448004,2572.65564478605,7.77406802987164e-05,1.57079632679
tonic,18,red,4,0,36.7872470877,1.37879518072289,15,1.07665266277,2.49564920881,1.41899654605,0.369090929523,NB,0.0122141130105,7285.30353612133,0.00490479668388,39.1453534927,385.861676817,0.00103664091055,0
tonic,19,red,4,0,38.9514275698,2.3310843373494,15,1.18499901167,3.07043189382,1.88543288216,0.15156934827,NB,0.0111670880236,3489.30248653243,0.00366019562335,52.4562126611,259.952419117,0.00153874313368,0
tonic,2,red,4,0,27.5902661541,1.97686746987952,15,1.5939674657,3.09392155678,1.49995409108,0.101223345335,BB,0.0204858670682,4544.58340303892,0.0168086882595,11.422664103,1872.48101272634,0.00010681016183379,1.57079632679
tonic,20,red,4,0,38.9509218385,2.26746987951807,15,1.22494322003,2.9849314044,1.75998818437,0.0921259000028,BB,0.0106424894056,4293.79753305647,0.00658833748686,29.1424051034,828.369047179894,0.000241438282467074,1.57079632679
tonic,21,red,4,0,31.5318156019,2.14168674698795,15,1.50106695093,3.11144471888,1.61037776795,0.0916802622786,BB,0.0149112315494,3833.20592446836,0.00951067760169,20.1878360345,1371.63035296751,0.000145811879685589,1.57079632679
tonic,22,red,4,0,27.5903169024,1.81927710843373,15,1.46600113992,3.07550863041,1.60950749049,0.0934796759202,BB,0.0151278791983,1804.97402078248,0.00970405887734,19.7855353545,1880.33741590121,0.000106363888900303,1.57079632679
tonic,23,red,4,0,21.0212104013,0.733975903614458,15,0.914460887191,2.16049698545,1.24603609825,0.156715876624,BB,0.00958675448654,4038.71962159941,0.00317543731119,60.4641128714,2474.31691124747,8.08303896282899e-05,1.57079632679
tonic,24,red,4,0,28.4774529766,1.45301204819277,15,1.21732167316,2.79998372962,1.58266205645,0.0949305098335,BB,0.00819517332914,2844.94982199273,0.00436561969417,43.9800105026,1504.59480667952,0.000132926153348474,1.57079632679
tonic,25,red,4,0,25.9672812257,0.795180722891566,15,0.823626515825,2.06801216682,1.244385651,0.169745352971,BB,0.0108323557752,5540.3354547445,0.00303435008845,63.2754937313,1704.40924104968,0.00011734271041433,1.57079632679
tonic,26,red,4,0,33.5889828136,2.36530120481928,15,1.39202415302,3.24265030397,1.85062615094,0.135095478009,NB,0.0134223718626,1088.14539958587,0.00802070299526,23.9380513296,527.163812821,0.000758777424154,0
tonic,27,red,4,0,33.108562978,1.63373493975904,15,1.32381141153,2.77520838103,1.45139696951,0.146919857461,BB,0.00995392955052,3544.66993404077,0.00762149159243,25.1919191501,2197.99927457189,9.09918407679888e-05,1.57079632679
tonic,28,red,4,0,38.9509218385,1.44915662650602,15,0.920522573453,2.51912427349,1.59860170004,0.106126856506,BB,0.0109189648183,6503.68007651196,0.00451592390377,42.5162168565,1516.08253531311,0.000131918939333138,1.57079632679
tonic,29,red,4,0,41.3855895377,2.17686746987952,15,1.10608480176,2.90302182868,1.79693702693,0.187281279716,NB,0.00963659671581,4697.59522891434,0.00483976194765,39.6713726991,306.745754447,0.00130401152812,0
tonic,3,red,4,0,27.5903169024,1.86313253012048,15,1.44640953649,3.14499502459,1.69858548811,0.0802267637871,BB,0.0155170089809,2009.66656324206,0.00782623699515,24.532862999,2142.93890279082,9.33297723698672e-05,1.57079632679
tonic,30,red,4,0,18.3935107694,0.376385542168675,15,0.545230978331,1.30709883918,0.761867860849,0.362655589805,BB,0.0151670081871,6291.85802745766,0.00274970038554,69.8257893878,2235.27980794321,8.94742569987377e-05,1.57079632679
tonic,31,red,4,0,33.108562978,1.92096385542169,15,1.29069255542,3.02968657724,1.73899402182,0.072160923488,BB,0.0140455650318,3499.94699699876,0.00560258677811,34.269884181,1604.48652378784,0.000124650470437012,1.57079632679
tonic,32,red,4,0,31.5318156019,2.01927710843374,15,1.33565097431,3.12818430797,1.79253333367,0.22992774914,NB,0.0147789298613,5475.5551500277,0.00746449301662,25.7217736787,363.484469231,0.00110045967259,0
tonic,33,red,4,0,31.5318156019,1.65590361445783,15,1.29222628761,2.8538298277,1.56160354009,0.287488861776,NB,0.00871687492405,4509.03496252781,0.00375114035515,51.1844350842,513.505995337,0.000778958772892,0
tonic,34,red,4,0,27.5902661541,1.28626506024096,15,1.16165697395,2.69859415736,1.53693718341,0.113139306159,BB,0.0102978843832,4686.04308047672,0.00446160879539,43.0338043529,2472.7408863323,8.08819076456693e-05,1.57079632679
tonic,35,red,4,0,24.5248313918,1.01060240963855,15,1.06129725218,2.47314076595,1.41184351376,0.110141769181,BB,0.0172703652917,3379.61172769711,0.00320231032297,59.9567126967,1537.93666667225,0.000130044366802669,1.57079632679
tonic,36,red,4,0,21.0212104013,0.751807228915663,15,0.907540259094,2.15281637858,1.24527611949,0.181005806756,BB,0.00988583364522,6281.64877890088,0.00383014688497,50.1286258116,2575.0973176888,7.76669676233845e-05,1.57079632679
tonic,37,red,4,0,30.0987238141,1.95373493975904,15,1.47592006777,3.1219117374,1.64599166962,0.178589060256,NB,0.0153503933777,2075.98999580286,0.0131363217304,14.615963581,512.538275727,0.00078042951901,0
tonic,38,red,4,0,33.9572986969,2.14698795180723,15,1.342346124,3.12783027048,1.78548414648,0.20686495207,NB,0.00985464574272,3515.31497188628,0.00576152537414,33.3245082738,416.819713719,0.000959647509065,0
tonic,39,red,4,0,25.9676183799,1.42457831325301,15,1.30644247559,2.84188610803,1.53544363243,0.120537234089,BB,0.00822179986597,4331.68156185993,0.00487263712807,39.4037140369,2061.59958434523,9.70120490509898e-05,1.57079632679
tonic,4,red,4,0,27.5905198974,1.25879518072289,15,1.18960870418,2.52880801384,1.33919930966,0.365736291274,NB,0.0111968773681,4749.92699985674,0.00269712497902,71.1869125433,537.019441063,0.000744851991221,0
tonic,40,red,4,0,34.8508962489,1.73734939759036,15,1.24443736516,2.78807215991,1.54363479475,0.236523442406,NB,0.0135203035048,3810.79537809036,0.00339532082625,56.5484117188,614.617065841,0.000650811736658,0
tonic,41,red,4,0,33.108562978,2.04674698795181,15,1.33153783573,3.0985105707,1.76697273496,0.078923630058,BB,0.0139091918728,4157.27207891461,0.0061941098072,30.9971902301,1537.40001736096,0.000130089760466708,1.57079632679
tonic,42,red,4,0,35.3157225597,1.98361445783133,15,1.27998394331,2.94874561157,1.66876166825,0.202760234988,NB,0.012380191051,3792.60354824322,0.00774066701997,24.8040639786,843.29682023,0.000474328837017,0
tonic,43,red,4,0,28.4774529766,1.36771084337349,15,1.17130233264,2.75319044063,1.58188810799,0.0959900147334,BB,0.011322898901,2637.27785082901,0.00419019735397,45.8212307872,1732.54220061221,0.000115437303593141,1.57079632679
tonic,44,red,4,0,14.2387264883,0.279518072289157,15,0.456701074117,1.04310942931,0.586408355189,0.379257583651,BB,0.00747225672991,4789.94091632498,0.00211890585948,90.6128033678,2065.1015547861,9.68475373700039e-05,1.57079632679
tonic,45,red,4,0,31.5318156019,1.33204819277108,15,1.10849698454,2.65645499524,1.54795801069,0.10946501972,BB,0.0119929197076,4390.48255213398,0.00414408805229,46.3310618832,1897.84954748087,0.000105382431534403,1.57079632679
tonic,46,red,4,0,36.7867959927,2.27759036144578,15,1.25235718144,3.02216250839,1.76980532695,0.0849231347848,BB,0.0124919624267,5846.79361066085,0.00849317989268,22.6063738701,1600.38582140177,0.000124969864969699,1.57079632679
tonic,47,red,4,0,33.108562978,2.08240963855422,15,1.37319273766,3.09770871095,1.72451597329,0.0833843552752,BB,0.0170225449549,5958.85953692347,0.00895703305513,21.4356694698,2320.20590061655,8.61992463457032e-05,1.57079632679
tonic,48,red,4,0,31.5318156019,1.77349397590361,15,1.32010495404,2.87795223941,1.55784728537,0.280457015316,NB,0.0147354085601,2404.89879177922,0.00350902920055,54.7159881058,661.606832493,0.000604588677678,0
tonic,49,red,4,0,28.7899580626,1.92289156626506,15,1.38898960862,3.00252479518,1.61353518656,0.239441161482,NB,0.0170364697869,2768.71646317719,0.00781398510465,24.5713291526,977.467282124,0.000409220858145,0
tonic,5,red,4,0,33.1081975897,1.66168674698795,15,1.37499622109,2.92840488172,1.55340866064,0.176392036199,NB,0.0176077162172,3503.69477215887,0.0178627973557,10.7485964363,290.620395985,0.00137636589009,0
tonic,50,red,4,0,32.3007849091,1.74120481927711,15,1.25715855661,2.84413646956,1.58697791294,0.289007302758,NB,0.0187713213891,4889.38405223152,0.00648210736456,29.6199968933,549.184699488,0.000728352411079,0
tonic,51,red,4,0,31.5318156019,2.1633734939759,15,1.50830544662,3.10129930696,1.59299386034,0.0846810077579,BB,0.0161465945771,4168.19207059341,0.0105501701141,18.1987586857,1319.55501443893,0.000151566246053818,1.57079632679
tonic,52,red,4,0,33.1083802829,1.79710843373494,15,1.29352688942,2.95513011708,1.66160322766,0.0820677700181,BB,0.0115204258503,2096.87442886765,0.00615770674429,31.1804390779,1598.02128410101,0.000125154778593899,1.57079632679
tonic,53,red,4,0,35.3157225597,1.95566265060241,15,1.28227081438,2.93280077275,1.65052995837,0.204663786632,NB,0.0105908062248,3950.55797629359,0.00768135056006,24.9956044186,838.293677811,0.000477159747935,0
tonic,54,red,4,0,33.108562978,1.94746987951807,15,1.28156306517,3.06840808959,1.78684502442,0.0704291267643,BB,0.0183536615134,2378.50151267097,0.00559405855908,34.3221290897,1322.9322043647,0.000151179326756237,1.57079632679
tonic,55,red,4,0,33.1083802829,1.67132530120482,15,1.18692933219,2.88558216556,1.69865283337,0.0739210246343,BB,0.0100057580983,2425.04491278626,0.00413978371111,46.3792346167,1048.14881719429,0.000190812599049975,1.57079632679
tonic,56,red,4,0,33.9572986969,2.13301204819277,15,1.31503247681,3.09115219968,1.77611972287,0.175120940895,NB,0.0180159765542,4890.48723573555,0.00980609405531,19.5796612716,239.491648482,0.00167020437888,0
tonic,57,red,4,0,28.7899580626,1.73975903614458,15,1.40438473381,2.99848697848,1.59410224467,0.173720830293,NB,0.0175668942659,5097.31258327979,0.0150008364333,12.7992862834,218.667140592,0.00182926432804,0
tonic,58,red,4,0,38.9509218385,2.38506024096386,15,1.31637853534,3.10791269249,1.79153415715,0.176696830441,NB,0.0138314241381,847.623983730938,0.0031017313991,61.9009112315,344.899261832,0.00115975893331,0
tonic,59,red,4,0,33.108562978,2.24771084337349,15,1.34764776714,3.20217236178,1.85452459464,0.0744802186634,BB,0.0184215928671,4844.82624207901,0.0068274846059,28.1216305979,1199.32044479232,0.000166761102813213,1.57079632679
tonic,6,red,4,0,38.9509218385,2.0178313253012,15,1.13768768183,2.90840199771,1.77071431588,0.0847743445369,BB,0.013973767239,5093.50588541876,0.00607683243698,31.5954079681,1550.45410172643,0.000128994466703207,1.57079632679
tonic,7,red,4,0,36.1445783133,1.97927710843373,15,1.23127603215,2.9621117326,1.73083570045,0.207924998847,NB,0.00764904451432,3301.09394418875,0.00544124325144,35.2860534124,451.771799242,0.000885402764563,0
tonic,8,red,4,0,25.9672812257,1.77397590361446,15,1.5529382996,3.05003405472,1.49709575512,0.113674095005,BB,0.0138477210024,2816.92864323418,0.010393473678,18.4731309231,1813.43789230323,0.00011028775832294,1.57079632679
tonic,9,red,4,0,30.0987238141,1.84915662650602,15,1.28488141157,3.01713334378,1.73225193221,0.206216343038,NB,0.0112244838458,3565.6838961247,0.00245561901994,78.1880244619,343.641444831,0.00116400395242,0
